c0S/m	depSM	flag	lat	lon	name	potemp090C	pr	sal00	sigma-t00	t090	timeJ	Season	zona
3.79834	0.652	0.0	-28.462787	-48.804977	st10	20.1337	0.656	26.9211	18.5781	20.1338	189.669769	inverno	Meio
3.73418	0.446	0.0	-28.462787	-48.804977	st10	20.0238	0.449	26.4857	18.275	20.0239	189.669826	inverno	Meio
3.71881	0.258	0.0	-28.462787	-48.804977	st10	20.0188	0.26	26.368	18.1869	20.0188	189.669884	inverno	Meio
1.25663	0.032	0.0	-28.462787	-48.804977	st10	19.9971	0.032	8.0596	4.324	19.9971	189.669942	inverno	Meio
0.11047	0.01	0.0	-28.462787	-48.804977	st10	19.5512	0.01	0.6169	-1.231	19.5512	189.67	inverno	Meio
1.50556	0.07	0.0	-28.469858000000002	-48.810978000000006	st11	20.6948	0.07	9.6426	5.3638	20.6948	189.674572	inverno	Canal
3.43482	0.318	0.0	-28.469858000000002	-48.810978000000006	st11	20.153	0.32	24.0707	16.4096	20.1531	189.67463	inverno	Canal
3.43116	0.46	0.0	-28.469858000000002	-48.810978000000006	st11	20.1505	0.463	24.0437	16.3898	20.1506	189.674688	inverno	Canal
3.42965	0.489	0.0	-28.469858000000002	-48.810978000000006	st11	20.1482	0.492	24.0333	16.3824	20.1483	189.674745	inverno	Canal
3.43031	0.405	0.0	-28.469858000000002	-48.810978000000006	st11	20.1496	0.408	24.0376	16.3854	20.1497	189.674803	inverno	Canal
3.43842	0.546	0.0	-28.469858000000002	-48.810978000000006	st11	20.1419	0.55	24.1048	16.4383	20.142	189.674861	inverno	Canal
3.44967	0.482	0.0	-28.469858000000002	-48.810978000000006	st11	20.1349	0.485	24.1961	16.5093	20.135	189.674919	inverno	Canal
3.44181	0.562	0.0	-28.469858000000002	-48.810978000000006	st11	20.1426	0.566	24.1307	16.4577	20.1427	189.674977	inverno	Canal
3.44723	0.743	0.0	-28.469858000000002	-48.810978000000006	st11	20.137	0.748	24.1759	16.4934	20.1371	189.675035	inverno	Canal
3.44627	0.92	0.0	-28.469858000000002	-48.810978000000006	st11	20.1332	0.926	24.1705	16.4902	20.1334	189.675093	inverno	Canal
3.47056	0.939	0.0	-28.469858000000002	-48.810978000000006	st11	20.122	0.945	24.3655	16.6409	20.1222	189.67515	inverno	Canal
3.58208	1.325	0.0	-28.469858000000002	-48.810978000000006	st11	20.028	1.334	25.2897	17.3657	20.0282	189.675208	inverno	Canal
3.6126	1.133	0.0	-28.469858000000002	-48.810978000000006	st11	20.0392	1.141	25.5218	17.5392	20.0394	189.675266	inverno	Canal
3.63056	1.099	0.0	-28.469858000000002	-48.810978000000006	st11	20.0334	1.106	25.6659	17.6501	20.0336	189.675324	inverno	Canal
3.66937	0.873	0.0	-28.469858000000002	-48.810978000000006	st11	20.0343	0.879	25.9698	17.8805	20.0345	189.675382	inverno	Canal
3.53056	0.8	0.0	-28.469858000000002	-48.810978000000006	st11	20.1291	0.805	24.828	16.9902	20.1292	189.67544	inverno	Canal
3.48244	0.759	0.0	-28.469858000000002	-48.810978000000006	st11	20.1166	0.764	24.461	16.7148	20.1167	189.675498	inverno	Canal
3.45723	0.807	0.0	-28.469858000000002	-48.810978000000006	st11	20.1297	0.812	24.2576	16.5572	20.1298	189.675556	inverno	Canal
3.4624	0.669	0.0	-28.469858000000002	-48.810978000000006	st11	20.1215	0.674	24.3025	16.5933	20.1216	189.675613	inverno	Canal
3.46242	0.689	0.0	-28.469858000000002	-48.810978000000006	st11	20.1193	0.694	24.3039	16.5949	20.1194	189.675671	inverno	Canal
3.44236	0.487	0.0	-28.469858000000002	-48.810978000000006	st11	20.141	0.49	24.1359	16.4621	20.1411	189.675729	inverno	Canal
3.43068	0.537	0.0	-28.469858000000002	-48.810978000000006	st11	20.1435	0.541	24.0439	16.3917	20.1436	189.675787	inverno	Canal
3.43128	0.537	0.0	-28.469858000000002	-48.810978000000006	st11	20.1421	0.541	24.0494	16.3962	20.1422	189.675845	inverno	Canal
3.43188	0.312	0.0	-28.469858000000002	-48.810978000000006	st11	20.1441	0.314	24.0529	16.3984	20.1442	189.675903	inverno	Canal
0.13945	0.023	0.0	-28.469858000000002	-48.810978000000006	st11	19.5863	0.023	0.7862	-1.1089	19.5863	189.675961	inverno	Canal
0.17272	0.035	0.0	-28.474590999999997	-48.823625	st12	20.1136	0.035	0.9718	-1.0762	20.1136	189.682095	inverno	Meio
3.58356	0.155	0.0	-28.474590999999997	-48.823625	st12	21.2662	0.156	24.5784	16.5124	21.2662	189.682153	inverno	Meio
3.58406	0.31	0.0	-28.474590999999997	-48.823625	st12	21.2443	0.312	24.5946	16.5303	21.2444	189.682211	inverno	Meio
3.59647	0.35	0.0	-28.474590999999997	-48.823625	st12	21.2566	0.352	24.6819	16.5931	21.2567	189.682269	inverno	Meio
3.5949	0.291	0.0	-28.474590999999997	-48.823625	st12	21.2637	0.293	24.6659	16.5792	21.2638	189.682326	inverno	Meio
3.59818	0.343	0.0	-28.474590999999997	-48.823625	st12	21.2589	0.345	24.6935	16.6014	21.259	189.682384	inverno	Meio
3.59857	0.425	0.0	-28.474590999999997	-48.823625	st12	21.2617	0.428	24.6949	16.6017	21.2618	189.682442	inverno	Meio
3.60196	0.489	0.0	-28.474590999999997	-48.823625	st12	21.2546	0.492	24.7247	16.6261	21.2547	189.6825	inverno	Meio
3.61521	0.616	0.0	-28.474590999999997	-48.823625	st12	21.2393	0.62	24.8342	16.713	21.2394	189.682558	inverno	Meio
3.61584	0.775	0.0	-28.474590999999997	-48.823625	st12	21.2499	0.78	24.8329	16.7092	21.25	189.682616	inverno	Meio
3.62103	0.815	0.0	-28.474590999999997	-48.823625	st12	21.2128	0.82	24.8938	16.7649	21.2129	189.682674	inverno	Meio
3.62592	0.85	0.0	-28.474590999999997	-48.823625	st12	21.2233	0.856	24.9249	16.7857	21.2235	189.682731	inverno	Meio
3.62514	0.971	0.0	-28.474590999999997	-48.823625	st12	21.224	0.978	24.9185	16.7807	21.2242	189.682789	inverno	Meio
3.626	0.969	0.0	-28.474590999999997	-48.823625	st12	21.1834	0.976	24.9486	16.814	21.1836	189.682847	inverno	Meio
3.62572	0.753	0.0	-28.474590999999997	-48.823625	st12	21.2384	0.758	24.9147	16.7742	21.2385	189.682905	inverno	Meio
3.62298	0.683	0.0	-28.474590999999997	-48.823625	st12	21.2412	0.688	24.8922	16.7564	21.2413	189.682963	inverno	Meio
3.61568	0.598	0.0	-28.474590999999997	-48.823625	st12	21.2578	0.602	24.8271	16.7028	21.2579	189.683021	inverno	Meio
3.61781	0.514	0.0	-28.474590999999997	-48.823625	st12	21.2418	0.517	24.8526	16.7263	21.2419	189.683079	inverno	Meio
3.62521	0.469	0.0	-28.474590999999997	-48.823625	st12	21.2313	0.472	24.915	16.7762	21.2314	189.683137	inverno	Meio
3.61586	0.271	0.0	-28.474590999999997	-48.823625	st12	21.2656	0.273	24.8242	16.6986	21.2656	189.683194	inverno	Meio
3.61318	0.205	0.0	-28.474590999999997	-48.823625	st12	21.2636	0.206	24.805	16.6846	21.2636	189.683252	inverno	Meio
0.48098	0.026	0.0	-28.474590999999997	-48.823625	st12	20.8617	0.026	2.8199	0.167	20.8617	189.68331	inverno	Meio
1.89884	0.039	0.0	-28.497268	-48.83225	st13	20.1169	0.039	12.5766	7.7143	20.1169	189.687245	inverno	Meio
2.76543	0.509	0.0	-28.497268	-48.83225	st13	20.43	0.512	18.8325	12.373	20.4301	189.687303	inverno	Meio
2.76088	0.521	0.0	-28.497268	-48.83225	st13	20.4269	0.525	18.7998	12.349	20.427	189.687361	inverno	Meio
2.75939	0.466	0.0	-28.497268	-48.83225	st13	20.431	0.469	18.7869	12.3382	20.4311	189.687419	inverno	Meio
2.75814	0.533	0.0	-28.497268	-48.83225	st13	20.4298	0.537	18.7781	12.3319	20.4299	189.687477	inverno	Meio
2.76332	0.448	0.0	-28.497268	-48.83225	st13	20.4308	0.451	18.8164	12.3606	20.4309	189.687535	inverno	Meio
2.7555	0.548	0.0	-28.497268	-48.83225	st13	20.4274	0.552	18.7594	12.3183	20.4275	189.687593	inverno	Meio
2.74977	0.507	0.0	-28.497268	-48.83225	st13	20.4308	0.51	18.715	12.2839	20.4309	189.68765	inverno	Meio
2.75091	0.647	0.0	-28.497268	-48.83225	st13	20.4299	0.651	18.7239	12.2909	20.43	189.687708	inverno	Meio
2.75774	0.746	0.0	-28.497268	-48.83225	st13	20.4298	0.751	18.775	12.3296	20.4299	189.687766	inverno	Meio
2.76143	1.019	0.0	-28.497268	-48.83225	st13	20.4011	1.026	18.8152	12.3669	20.4013	189.687824	inverno	Meio
2.76225	1.012	0.0	-28.497268	-48.83225	st13	20.3749	1.019	18.8329	12.3866	20.3751	189.687882	inverno	Meio
2.76672	1.016	0.0	-28.497268	-48.83225	st13	20.3752	1.023	18.8662	12.4118	20.3754	189.68794	inverno	Meio
2.79043	0.795	0.0	-28.497268	-48.83225	st13	20.4285	0.8	19.0202	12.5154	20.4286	189.687998	inverno	Meio
2.78051	0.748	0.0	-28.497268	-48.83225	st13	20.4282	0.753	18.9461	12.4594	20.4283	189.688056	inverno	Meio
2.76975	0.668	0.0	-28.497268	-48.83225	st13	20.427	0.672	18.8661	12.3992	20.4271	189.688113	inverno	Meio
2.76738	0.676	0.0	-28.497268	-48.83225	st13	20.4278	0.681	18.848	12.3853	20.4279	189.688171	inverno	Meio
2.75723	0.462	0.0	-28.497268	-48.83225	st13	20.4261	0.465	18.7729	12.3288	20.4262	189.688229	inverno	Meio
2.75713	0.41	0.0	-28.497268	-48.83225	st13	20.4298	0.413	18.7705	12.3262	20.4299	189.688287	inverno	Meio
2.75607	0.54	0.0	-28.497268	-48.83225	st13	20.4281	0.544	18.7633	12.3211	20.4282	189.688345	inverno	Meio
2.75393	0.439	0.0	-28.497268	-48.83225	st13	20.4298	0.442	18.7466	12.308	20.4299	189.688403	inverno	Meio
2.74951	0.426	0.0	-28.497268	-48.83225	st13	20.4281	0.429	18.7143	12.284	20.4282	189.688461	inverno	Meio
0.884	0.032	0.0	-28.497268	-48.83225	st13	20.3697	0.032	5.469	2.2813	20.3697	189.688519	inverno	Meio
1.34836	0.251	0.0	-28.450671000000003	-48.821951	st14	19.9841	0.253	8.7003	4.8117	19.9841	189.693322	inverno	Canal
2.55215	0.328	0.0	-28.450671000000003	-48.821951	st14	20.0297	0.33	17.4077	11.3903	20.0298	189.69338	inverno	Canal
2.5549	0.514	0.0	-28.450671000000003	-48.821951	st14	20.0295	0.517	17.4284	11.406	20.0296	189.693437	inverno	Canal
2.55567	0.569	0.0	-28.450671000000003	-48.821951	st14	20.0296	0.573	17.4341	11.4103	20.0297	189.693495	inverno	Canal
2.55707	0.735	0.0	-28.450671000000003	-48.821951	st14	20.0327	0.74	17.4432	11.4165	20.0328	189.693553	inverno	Canal
2.55899	0.558	0.0	-28.450671000000003	-48.821951	st14	20.0309	0.562	17.4584	11.4284	20.031	189.693611	inverno	Canal
2.55931	0.58	0.0	-28.450671000000003	-48.821951	st14	20.0291	0.584	17.4615	11.4312	20.0292	189.693669	inverno	Canal
2.55902	0.495	0.0	-28.450671000000003	-48.821951	st14	20.0287	0.498	17.4595	11.4297	20.0288	189.693727	inverno	Canal
2.56158	0.598	0.0	-28.450671000000003	-48.821951	st14	20.0281	0.602	17.4789	11.4446	20.0282	189.693785	inverno	Canal
2.56259	0.627	0.0	-28.450671000000003	-48.821951	st14	20.0264	0.631	17.4871	11.4512	20.0265	189.693843	inverno	Canal
2.5631	0.607	0.0	-28.450671000000003	-48.821951	st14	20.0252	0.611	17.4914	11.4548	20.0253	189.6939	inverno	Canal
2.56447	0.567	0.0	-28.450671000000003	-48.821951	st14	20.0261	0.571	17.5013	11.462	20.0262	189.693958	inverno	Canal
2.56356	0.43	0.0	-28.450671000000003	-48.821951	st14	20.0279	0.433	17.4938	11.4559	20.028	189.694016	inverno	Canal
2.56327	0.802	0.0	-28.450671000000003	-48.821951	st14	20.0284	0.807	17.4914	11.4539	20.0285	189.694074	inverno	Canal
2.56626	1.088	0.0	-28.450671000000003	-48.821951	st14	20.025	1.095	17.515	11.4726	20.0252	189.694132	inverno	Canal
2.56771	1.393	0.0	-28.450671000000003	-48.821951	st14	20.0273	1.402	17.5249	11.4795	20.0275	189.69419	inverno	Canal
3.29221	1.497	0.0	-28.450671000000003	-48.821951	st14	19.6932	1.507	23.2194	15.8764	19.6935	189.694248	inverno	Canal
3.24413	1.559	0.0	-28.450671000000003	-48.821951	st14	19.7277	1.569	22.8265	15.5698	19.728	189.694306	inverno	Canal
3.63915	1.596	0.0	-28.450671000000003	-48.821951	st14	19.6307	1.607	25.98	17.9885	19.631	189.694363	inverno	Canal
3.6995	1.543	0.0	-28.450671000000003	-48.821951	st14	19.7241	1.553	26.3995	18.2842	19.7244	189.694421	inverno	Canal
3.75193	1.388	0.0	-28.450671000000003	-48.821951	st14	19.7404	1.397	26.8046	18.5881	19.7406	189.694479	inverno	Canal
3.55527	1.32	0.0	-28.450671000000003	-48.821951	st14	19.9868	1.329	25.1046	17.2354	19.987	189.694537	inverno	Canal
3.19702	1.234	0.0	-28.450671000000003	-48.821951	st14	20.0197	1.242	22.3064	15.1043	20.0199	189.694595	inverno	Canal
2.7725	1.205	0.0	-28.450671000000003	-48.821951	st14	20.0209	1.213	19.0677	12.6495	20.0211	189.694653	inverno	Canal
2.59639	1.168	0.0	-28.450671000000003	-48.821951	st14	20.027	1.176	17.7398	11.6424	20.0272	189.694711	inverno	Canal
2.56738	1.068	0.0	-28.450671000000003	-48.821951	st14	20.0249	1.075	17.5235	11.479	20.0251	189.694769	inverno	Canal
2.56497	1.027	0.0	-28.450671000000003	-48.821951	st14	20.0293	1.034	17.5036	11.463	20.0295	189.694826	inverno	Canal
2.56353	1.07	0.0	-28.450671000000003	-48.821951	st14	20.0295	1.077	17.4928	11.4547	20.0297	189.694884	inverno	Canal
2.56285	0.788	0.0	-28.450671000000003	-48.821951	st14	20.0292	0.793	17.4879	11.4511	20.0293	189.694942	inverno	Canal
2.56099	0.744	0.0	-28.450671000000003	-48.821951	st14	20.0308	0.749	17.4733	11.4397	20.0309	189.695	inverno	Canal
2.56037	0.464	0.0	-28.450671000000003	-48.821951	st14	20.0297	0.467	17.4692	11.4368	20.0298	189.695058	inverno	Canal
2.55956	0.3	0.0	-28.450671000000003	-48.821951	st14	20.029	0.302	17.4635	11.4327	20.0291	189.695116	inverno	Canal
2.52793	0.041	0.0	-28.450671000000003	-48.821951	st14	20.0244	0.041	17.229	11.2563	20.0244	189.695174	inverno	Canal
2.24369	0.244	0.0	-28.457496999999996	-48.831837	st15	21.3145	0.246	14.6726	9.0145	21.3145	189.70397	inverno	Meio
2.24178	0.352	0.0	-28.457496999999996	-48.831837	st15	21.3528	0.354	14.6459	8.985	21.3529	189.704028	inverno	Meio
2.24107	0.39	0.0	-28.457496999999996	-48.831837	st15	21.3483	0.393	14.6423	8.9834	21.3484	189.704086	inverno	Meio
2.23335	0.514	0.0	-28.457496999999996	-48.831837	st15	21.3518	0.517	14.586	8.9401	21.3519	189.704144	inverno	Meio
2.23536	0.33	0.0	-28.457496999999996	-48.831837	st15	21.3494	0.332	14.6012	8.9521	21.3495	189.704201	inverno	Meio
2.23135	0.339	0.0	-28.457496999999996	-48.831837	st15	21.3464	0.341	14.5736	8.932	21.3465	189.704259	inverno	Meio
2.23952	0.374	0.0	-28.457496999999996	-48.831837	st15	21.3469	0.377	14.6318	8.9758	21.347	189.704317	inverno	Meio
2.24001	0.487	0.0	-28.457496999999996	-48.831837	st15	21.3503	0.49	14.6341	8.9767	21.3504	189.704375	inverno	Meio
2.23974	0.399	0.0	-28.457496999999996	-48.831837	st15	21.3514	0.402	14.6318	8.9747	21.3515	189.704433	inverno	Meio
2.24277	0.495	0.0	-28.457496999999996	-48.831837	st15	21.3505	0.498	14.6537	8.9915	21.3506	189.704491	inverno	Meio
2.246	0.334	0.0	-28.457496999999996	-48.831837	st15	21.351	0.336	14.6766	9.0086	21.3511	189.704549	inverno	Meio
2.24536	0.46	0.0	-28.457496999999996	-48.831837	st15	21.3445	0.463	14.6743	9.0084	21.3446	189.704606	inverno	Meio
2.24802	0.439	0.0	-28.457496999999996	-48.831837	st15	21.343	0.442	14.6938	9.0235	21.3431	189.704664	inverno	Meio
2.24929	0.484	0.0	-28.457496999999996	-48.831837	st15	21.3441	0.487	14.7025	9.0298	21.3442	189.704722	inverno	Meio
2.24976	0.437	0.0	-28.457496999999996	-48.831837	st15	21.347	0.44	14.7048	9.0309	21.3471	189.70478	inverno	Meio
2.24936	0.434	0.0	-28.457496999999996	-48.831837	st15	21.3488	0.437	14.7014	9.0278	21.3489	189.704838	inverno	Meio
1.70035	0.035	0.0	-28.457496999999996	-48.831837	st15	21.3431	0.035	10.8398	6.1159	21.3431	189.704896	inverno	Meio
2.10342	0.352	0.0	-28.463209999999997	-48.845545	st16	19.9305	0.354	14.1223	8.9266	19.9306	189.716701	inverno	Meio
3.22592	0.278	0.0	-28.463209999999997	-48.845545	st16	19.9459	0.28	22.5687	15.3213	19.9459	189.716759	inverno	Meio
3.23036	0.518	0.0	-28.463209999999997	-48.845545	st16	19.9527	0.521	22.5992	15.3427	19.9528	189.716817	inverno	Meio
3.22968	0.35	0.0	-28.463209999999997	-48.845545	st16	19.9541	0.352	22.5933	15.3379	19.9542	189.716875	inverno	Meio
3.20761	0.389	0.0	-28.463209999999997	-48.845545	st16	19.95	0.392	22.4251	15.2113	19.9501	189.716933	inverno	Meio
3.22728	0.296	0.0	-28.463209999999997	-48.845545	st16	19.9541	0.298	22.5748	15.3238	19.9542	189.716991	inverno	Meio
3.22628	0.618	0.0	-28.463209999999997	-48.845545	st16	19.9545	0.622	22.5668	15.3177	19.9546	189.717049	inverno	Meio
3.22885	0.265	0.0	-28.463209999999997	-48.845545	st16	19.9584	0.267	22.5847	15.3303	19.9584	189.717106	inverno	Meio
3.2268	0.647	0.0	-28.463209999999997	-48.845545	st16	19.9554	0.651	22.5703	15.3201	19.9555	189.717164	inverno	Meio
3.22464	1.028	0.0	-28.463209999999997	-48.845545	st16	19.9542	1.035	22.5541	15.3081	19.9544	189.717222	inverno	Meio
3.22444	1.2	0.0	-28.463209999999997	-48.845545	st16	19.9557	1.208	22.5517	15.3059	19.9559	189.71728	inverno	Meio
3.22827	1.252	0.0	-28.463209999999997	-48.845545	st16	19.9551	1.26	22.5816	15.3287	19.9553	189.717338	inverno	Meio
3.22698	1.133	0.0	-28.463209999999997	-48.845545	st16	19.9501	1.141	22.5743	15.3245	19.9503	189.717396	inverno	Meio
3.23144	1.108	0.0	-28.463209999999997	-48.845545	st16	19.9538	1.115	22.6068	15.3482	19.954	189.717454	inverno	Meio
3.23287	1.337	0.0	-28.463209999999997	-48.845545	st16	19.9516	1.346	22.619	15.3579	19.9518	189.717512	inverno	Meio
3.22678	1.068	0.0	-28.463209999999997	-48.845545	st16	19.9525	1.075	22.5715	15.3217	19.9527	189.717569	inverno	Meio
3.22708	1.435	0.0	-28.463209999999997	-48.845545	st16	19.9516	1.445	22.5742	15.324	19.9518	189.717627	inverno	Meio
3.23469	1.375	0.0	-28.463209999999997	-48.845545	st16	19.9526	1.384	22.6325	15.3679	19.9528	189.717685	inverno	Meio
3.22613	1.234	0.0	-28.463209999999997	-48.845545	st16	19.9487	1.242	22.5685	15.3204	19.9489	189.717743	inverno	Meio
3.22485	0.967	0.0	-28.463209999999997	-48.845545	st16	19.9506	0.974	22.5577	15.3117	19.9508	189.717801	inverno	Meio
3.22695	0.652	0.0	-28.463209999999997	-48.845545	st16	19.9517	0.656	22.5734	15.3234	19.9518	189.717859	inverno	Meio
3.22807	0.555	0.0	-28.463209999999997	-48.845545	st16	19.948	0.559	22.5841	15.3324	19.9481	189.717917	inverno	Meio
0.889	0.043	0.0	-28.463209999999997	-48.845545	st16	19.8806	0.043	5.5656	2.4608	19.8806	189.717975	inverno	Meio
1.41454	0.043	0.0	-28.44227	-48.840621	st17	20.0201	0.043	9.1558	5.1484	20.0201	189.728738	inverno	Meio
2.62858	0.435	0.0	-28.44227	-48.840621	st17	20.0836	0.438	17.9574	11.7937	20.0837	189.728796	inverno	Meio
2.62868	0.473	0.0	-28.44227	-48.840621	st17	20.0794	0.476	17.96	11.7967	20.0795	189.728854	inverno	Meio
2.62569	0.489	0.0	-28.44227	-48.840621	st17	20.0835	0.492	17.9358	11.7774	20.0836	189.728912	inverno	Meio
2.62749	0.459	0.0	-28.44227	-48.840621	st17	20.0819	0.462	17.95	11.7885	20.082	189.72897	inverno	Meio
2.62802	0.648	0.0	-28.44227	-48.840621	st17	20.0875	0.652	17.9516	11.7884	20.0876	189.729028	inverno	Meio
2.62997	0.821	0.0	-28.44227	-48.840621	st17	20.0891	0.827	17.9655	11.7985	20.0892	189.729086	inverno	Meio
2.63379	0.9	0.0	-28.44227	-48.840621	st17	20.0918	0.906	17.9929	11.8186	20.092	189.729144	inverno	Meio
2.64041	1.13	0.0	-28.44227	-48.840621	st17	20.1026	1.138	18.0379	11.8501	20.1028	189.729201	inverno	Meio
2.6611	1.019	0.0	-28.44227	-48.840621	st17	20.1095	1.026	18.1901	11.9637	20.1097	189.729259	inverno	Meio
2.66058	1.148	0.0	-28.44227	-48.840621	st17	20.1101	1.156	18.1859	11.9604	20.1103	189.729317	inverno	Meio
2.67072	1.088	0.0	-28.44227	-48.840621	st17	20.1106	1.095	18.2618	12.0177	20.1108	189.729375	inverno	Meio
2.67292	1.435	0.0	-28.44227	-48.840621	st17	20.1095	1.445	18.2787	12.0308	20.1097	189.729433	inverno	Meio
2.72421	1.686	0.0	-28.44227	-48.840621	st17	20.1498	1.697	18.6464	12.2995	20.1501	189.729491	inverno	Meio
2.74332	1.71	0.0	-28.44227	-48.840621	st17	20.1454	1.722	18.792	12.4109	20.1457	189.729549	inverno	Meio
2.76875	1.764	0.0	-28.44227	-48.840621	st17	20.1551	1.776	18.9791	12.5502	20.1554	189.729606	inverno	Meio
2.76566	1.718	0.0	-28.44227	-48.840621	st17	20.1549	1.73	18.9559	12.5327	20.1552	189.729664	inverno	Meio
2.76704	1.825	0.0	-28.44227	-48.840621	st17	20.1583	1.837	18.9648	12.5386	20.1586	189.729722	inverno	Meio
2.73802	1.582	0.0	-28.44227	-48.840621	st17	20.1551	1.593	18.7479	12.3751	20.1554	189.72978	inverno	Meio
2.77978	1.918	0.0	-28.44227	-48.840621	st17	20.1602	1.931	19.0599	12.6102	20.1605	189.729838	inverno	Meio
2.78736	2.03	0.0	-28.44227	-48.840621	st17	20.1573	2.044	19.1183	12.6551	20.1576	189.729896	inverno	Meio
2.80547	2.124	0.0	-28.44227	-48.840621	st17	20.1683	2.138	19.2498	12.752	20.1687	189.729954	inverno	Meio
2.80515	1.905	0.0	-28.44227	-48.840621	st17	20.1656	1.918	19.2487	12.7518	20.1659	189.730012	inverno	Meio
2.8047	1.634	0.0	-28.44227	-48.840621	st17	20.1653	1.645	19.2455	12.7495	20.1656	189.730069	inverno	Meio
2.78589	1.641	0.0	-28.44227	-48.840621	st17	20.1593	1.652	19.1064	12.6456	20.1596	189.730127	inverno	Meio
2.72074	1.169	0.0	-28.44227	-48.840621	st17	20.1265	1.177	18.6306	12.2932	20.1267	189.730185	inverno	Meio
2.6956	1.119	0.0	-28.44227	-48.840621	st17	20.1124	1.127	18.4478	12.1582	20.1126	189.730243	inverno	Meio
2.68641	1.232	0.0	-28.44227	-48.840621	st17	20.1104	1.24	18.3797	12.107	20.1106	189.730301	inverno	Meio
2.68349	1.231	0.0	-28.44227	-48.840621	st17	20.1101	1.239	18.3579	12.0906	20.1103	189.730359	inverno	Meio
2.681	0.974	0.0	-28.44227	-48.840621	st17	20.1069	0.981	18.3406	12.0783	20.1071	189.730417	inverno	Meio
2.65784	0.669	0.0	-28.44227	-48.840621	st17	20.095	0.674	18.172	11.9535	20.0951	189.730475	inverno	Meio
2.65305	0.339	0.0	-28.44227	-48.840621	st17	20.0961	0.341	18.1356	11.9257	20.0962	189.730532	inverno	Meio
1.45687	0.026	0.0	-28.44227	-48.840621	st17	20.0894	0.026	9.4376	5.3461	20.0894	189.73059	inverno	Meio
2.40311	0.408	0.0	-28.423990000000003	-48.833888	st18	20.0645	0.411	16.284	10.5314	20.0646	189.736898	inverno	Ponte
2.41473	0.407	0.0	-28.423990000000003	-48.833888	st18	20.0858	0.41	16.362	10.5854	20.0859	189.736956	inverno	Ponte
2.41298	0.549	0.0	-28.423990000000003	-48.833888	st18	20.0894	0.553	16.3476	10.5737	20.0895	189.737014	inverno	Ponte
2.41658	0.616	0.0	-28.423990000000003	-48.833888	st18	20.0918	0.62	16.3733	10.5926	20.0919	189.737072	inverno	Ponte
2.442	0.739	0.0	-28.423990000000003	-48.833888	st18	20.0883	0.744	16.5633	10.7373	20.0884	189.73713	inverno	Ponte
2.45194	0.63	0.0	-28.423990000000003	-48.833888	st18	20.086	0.634	16.6381	10.7944	20.0861	189.737188	inverno	Ponte
2.43579	0.641	0.0	-28.423990000000003	-48.833888	st18	20.0842	0.645	16.5188	10.7046	20.0843	189.737245	inverno	Ponte
2.54444	0.929	0.0	-28.423990000000003	-48.833888	st18	20.1062	0.935	17.3187	11.3048	20.1064	189.737303	inverno	Ponte
2.69355	1.061	0.0	-28.423990000000003	-48.833888	st18	20.1093	1.068	18.4338	12.1483	20.1095	189.737361	inverno	Ponte
2.71071	0.93	0.0	-28.423990000000003	-48.833888	st18	20.1104	0.936	18.5623	12.2453	20.1106	189.737419	inverno	Ponte
2.54425	0.69	0.0	-28.423990000000003	-48.833888	st18	20.1034	0.695	17.3185	11.3054	20.1035	189.737477	inverno	Ponte
2.44727	0.705	0.0	-28.423990000000003	-48.833888	st18	20.0937	0.71	16.6004	10.764	20.0938	189.737535	inverno	Ponte
2.49868	0.576	0.0	-28.423990000000003	-48.833888	st18	20.0988	0.58	16.9807	11.0507	20.0989	189.737593	inverno	Ponte
2.48585	0.355	0.0	-28.423990000000003	-48.833888	st18	20.092	0.357	16.888	10.9821	20.0921	189.73765	inverno	Ponte
2.47704	0.828	0.0	-28.423990000000003	-48.833888	st18	20.0821	0.834	16.8263	10.9377	20.0822	189.737708	inverno	Ponte
2.59553	0.557	0.0	-28.423990000000003	-48.833888	st18	20.1052	0.561	17.7009	11.5944	20.1053	189.737766	inverno	Ponte
2.55132	0.714	0.0	-28.423990000000003	-48.833888	st18	20.1	0.719	17.3727	11.3471	20.1001	189.737824	inverno	Ponte
2.62319	0.811	0.0	-28.423990000000003	-48.833888	st18	20.107	0.816	17.9071	11.7501	20.1071	189.737882	inverno	Ponte
2.61705	0.652	0.0	-28.423990000000003	-48.833888	st18	20.0921	0.656	17.8674	11.7236	20.0922	189.73794	inverno	Ponte
2.57656	0.491	0.0	-28.423990000000003	-48.833888	st18	20.1042	0.494	17.5595	11.4876	20.1043	189.737998	inverno	Ponte
2.51528	0.498	0.0	-28.423990000000003	-48.833888	st18	20.0914	0.501	17.1074	11.1484	20.0915	189.738056	inverno	Ponte
2.47228	0.267	0.0	-28.423990000000003	-48.833888	st18	20.0893	0.269	16.7881	10.9072	20.0893	189.738113	inverno	Ponte
0.95332	0.046	0.0	-28.423990000000003	-48.833888	st18	20.0324	0.046	5.9784	2.7407	20.0324	189.738171	inverno	Ponte
0.11285	0.048	0.0	-28.433828000000002	-48.82495	st19	19.38	0.048	0.6333	-1.184	19.38	189.741528	inverno	Ponte
1.79275	0.354	0.0	-28.433828000000002	-48.82495	st19	19.335	0.356	12.0339	7.4793	19.3351	189.741586	inverno	Ponte
2.39439	0.502	0.0	-28.433828000000002	-48.82495	st19	19.9918	0.505	16.2471	10.5205	19.9919	189.741644	inverno	Ponte
