c0S/m	depSM	flag	lat	lon	name	potemp090C	pr	sal00	sigma-t00	t090	timeJ	Season	zona
0.60662	0.198	0.0	-28.499238000000002	-48.786512	st6	22.1082	0.199	3.5105	0.4064	22.1082	17.651505	outono	Rio Tubarão
0.55605	0.048	0.0	-28.499238000000002	-48.786512	st6	22.0314	0.048	3.2045	0.1932	22.0314	17.651563	outono	Rio Tubarão
0.74616	0.114	0.0	-28.478801	-48.791544	st7	21.0526	0.115	4.4878	1.3871	21.0526	17.655903	outono	Canal
0.69535	0.15	0.0	-28.478801	-48.791544	st7	21.9417	0.151	4.0776	0.8735	21.9417	17.655961	outono	Canal
0.82059	0.142	0.0	-28.478801	-48.791544	st7	21.716	0.143	4.8946	1.5429	21.716	17.656019	outono	Canal
1.1199	0.296	0.0	-28.478801	-48.791544	st7	21.5315	0.298	6.8682	3.0753	21.5315	17.656076	outono	Canal
2.24422	0.817	0.0	-28.478801	-48.791544	st7	21.2367	0.823	14.7026	9.0561	21.2368	17.656134	outono	Canal
3.93266	1.132	0.0	-28.478801	-48.791544	st7	20.6362	1.14	27.6514	19.0044	20.6364	17.656192	outono	Canal
4.67839	1.264	0.0	-28.478801	-48.791544	st7	20.4709	1.273	33.6936	23.6414	20.4711	17.65625	outono	Canal
4.82178	1.629	0.0	-28.478801	-48.791544	st7	20.4586	1.64	34.8638	24.536	20.4589	17.656308	outono	Canal
4.86576	2.102	0.0	-28.478801	-48.791544	st7	20.4423	2.116	35.2343	24.8227	20.4427	17.656366	outono	Canal
4.89086	2.755	0.0	-28.478801	-48.791544	st7	20.4389	2.774	35.441	24.9812	20.4394	17.656424	outono	Canal
4.89308	3.303	0.0	-28.478801	-48.791544	st7	20.4409	3.325	35.4571	24.9929	20.4415	17.656481	outono	Canal
4.90368	3.739	0.0	-28.478801	-48.791544	st7	20.4444	3.764	35.5402	25.0553	20.4451	17.656539	outono	Canal
4.90616	4.332	0.0	-28.478801	-48.791544	st7	20.4438	4.361	35.5606	25.071	20.4446	17.656597	outono	Canal
4.90959	4.65	0.0	-28.478801	-48.791544	st7	20.4437	4.681	35.5884	25.0922	20.4446	17.656655	outono	Canal
4.91355	4.757	0.0	-28.478801	-48.791544	st7	20.4439	4.789	35.6204	25.1166	20.4448	17.656713	outono	Canal
4.91477	4.867	0.0	-28.478801	-48.791544	st7	20.444	4.9	35.6303	25.124	20.4449	17.656771	outono	Canal
4.91491	4.957	0.0	-28.478801	-48.791544	st7	20.4447	4.99	35.6308	25.1242	20.4456	17.656829	outono	Canal
4.91735	4.849	0.0	-28.478801	-48.791544	st7	20.444	4.882	35.6513	25.1401	20.4449	17.656887	outono	Canal
4.91784	4.749	0.0	-28.478801	-48.791544	st7	20.4432	4.781	35.656	25.1439	20.4441	17.656944	outono	Canal
4.91766	4.796	0.0	-28.478801	-48.791544	st7	20.4429	4.828	35.6547	25.143	20.4438	17.657002	outono	Canal
4.91878	4.731	0.0	-28.478801	-48.791544	st7	20.4404	4.763	35.666	25.1523	20.4413	17.65706	outono	Canal
4.91888	4.547	0.0	-28.478801	-48.791544	st7	20.4398	4.578	35.6674	25.1535	20.4407	17.657118	outono	Canal
4.91903	4.419	0.0	-28.478801	-48.791544	st7	20.4381	4.449	35.6702	25.1561	20.4389	17.657176	outono	Canal
4.91908	4.058	0.0	-28.478801	-48.791544	st7	20.438	4.085	35.6708	25.1566	20.4388	17.657234	outono	Canal
4.91924	3.67	0.0	-28.478801	-48.791544	st7	20.4384	3.695	35.672	25.1574	20.4391	17.657292	outono	Canal
4.91875	3.183	0.0	-28.478801	-48.791544	st7	20.4365	3.204	35.6699	25.1563	20.4371	17.65735	outono	Canal
4.91743	2.602	0.0	-28.478801	-48.791544	st7	20.4371	2.62	35.6589	25.1478	20.4376	17.657407	outono	Canal
4.91103	2.028	0.0	-28.478801	-48.791544	st7	20.4377	2.042	35.6065	25.1078	20.4381	17.657465	outono	Canal
4.87593	1.656	0.0	-28.478801	-48.791544	st7	20.4547	1.667	35.3068	24.8748	20.455	17.657523	outono	Canal
4.57666	1.088	0.0	-28.478801	-48.791544	st7	20.5882	1.095	32.7835	22.9174	20.5884	17.657581	outono	Canal
3.86823	0.771	0.0	-28.478801	-48.791544	st7	20.8299	0.776	27.0257	18.4797	20.83	17.657639	outono	Canal
3.16533	0.389	0.0	-28.478801	-48.791544	st7	21.0417	0.392	21.5409	14.2711	21.0418	17.657697	outono	Canal
2.39408	0.079	0.0	-28.478801	-48.791544	st7	21.4044	0.08	15.7186	9.7819	21.4044	17.657755	outono	Canal
1.25204	0.008	0.0	-28.478801	-48.791544	st7	21.4521	0.008	7.7611	3.7677	21.4521	17.657812	outono	Canal
1.30494	0.012	0.0	-28.482446999999997	-48.794307	st8	18.2024	0.012	8.7616	5.2369	18.2024	17.6625	outono	Meio
3.9799	0.153	0.0	-28.482446999999997	-48.794307	st8	20.6248	0.154	28.0288	19.2939	20.6248	17.662558	outono	Meio
4.06851	0.151	0.0	-28.482446999999997	-48.794307	st8	20.6229	0.152	28.7252	19.8231	20.6229	17.662616	outono	Meio
4.13782	0.285	0.0	-28.482446999999997	-48.794307	st8	20.6179	0.287	29.2739	20.2412	20.618	17.662674	outono	Meio
4.12769	0.378	0.0	-28.482446999999997	-48.794307	st8	20.6219	0.381	29.1914	20.1774	20.622	17.662731	outono	Meio
4.1603	0.426	0.0	-28.482446999999997	-48.794307	st8	20.6201	0.429	29.4496	20.3741	20.6202	17.662789	outono	Meio
4.17478	0.478	0.0	-28.482446999999997	-48.794307	st8	20.6213	0.481	29.563	20.4599	20.6214	17.662847	outono	Meio
4.18728	0.862	0.0	-28.482446999999997	-48.794307	st8	20.6214	0.868	29.6614	20.5346	20.6216	17.662905	outono	Meio
4.17998	0.551	0.0	-28.482446999999997	-48.794307	st8	20.6224	0.555	29.6032	20.4902	20.6225	17.662963	outono	Meio
4.17566	0.498	0.0	-28.482446999999997	-48.794307	st8	20.6215	0.501	29.5698	20.465	20.6216	17.663021	outono	Meio
4.17957	0.605	0.0	-28.482446999999997	-48.794307	st8	20.6207	0.609	29.6012	20.4891	20.6208	17.663079	outono	Meio
4.18117	0.276	0.0	-28.482446999999997	-48.794307	st8	20.6202	0.278	29.6142	20.4991	20.6203	17.663137	outono	Meio
4.1797	0.07	0.0	-28.482446999999997	-48.794307	st8	20.6177	0.07	29.6045	20.4924	20.6177	17.663194	outono	Meio
1.12095	0.019	0.0	-28.482446999999997	-48.794307	st8	20.5909	0.019	7.0261	3.41	20.5909	17.663252	outono	Meio
4.19454	0.081	0.0	-28.491002	-48.806651	st9	20.5458	0.082	29.772	20.6384	20.5458	17.666609	outono	Meio
4.19461	0.18	0.0	-28.491002	-48.806651	st9	20.5499	0.181	29.7696	20.6355	20.5499	17.666667	outono	Meio
4.19108	0.244	0.0	-28.491002	-48.806651	st9	20.5516	0.246	29.7405	20.6129	20.5516	17.666725	outono	Meio
4.19467	0.274	0.0	-28.491002	-48.806651	st9	20.5471	0.276	29.7719	20.638	20.5472	17.666782	outono	Meio
4.20081	0.168	0.0	-28.491002	-48.806651	st9	20.5484	0.169	29.8197	20.674	20.5484	17.66684	outono	Meio
4.20467	0.269	0.0	-28.491002	-48.806651	st9	20.5487	0.271	29.85	20.6969	20.5487	17.666898	outono	Meio
4.21023	0.321	0.0	-28.491002	-48.806651	st9	20.5417	0.323	29.8989	20.7358	20.5418	17.666956	outono	Meio
4.21403	0.407	0.0	-28.491002	-48.806651	st9	20.5439	0.41	29.9274	20.7569	20.544	17.667014	outono	Meio
4.22379	0.482	0.0	-28.491002	-48.806651	st9	20.5367	0.485	30.0097	20.8214	20.5368	17.667072	outono	Meio
4.23657	0.486	0.0	-28.491002	-48.806651	st9	20.5346	0.489	30.1125	20.9	20.5347	17.66713	outono	Meio
4.23789	0.319	0.0	-28.491002	-48.806651	st9	20.5377	0.321	30.1208	20.9056	20.5378	17.667188	outono	Meio
4.24275	0.578	0.0	-28.491002	-48.806651	st9	20.5368	0.582	30.1599	20.9355	20.5369	17.667245	outono	Meio
4.23816	0.213	0.0	-28.491002	-48.806651	st9	20.5391	0.214	30.122	20.9062	20.5391	17.667303	outono	Meio
4.23458	0.124	0.0	-28.491002	-48.806651	st9	20.5496	0.125	30.0863	20.8762	20.5496	17.667361	outono	Meio
0.10656	-0.001	0.0	-28.491002	-48.806651	st9	19.9603	-0.001	0.5886	-1.3365	19.9603	17.667419	outono	Meio
3.96602	0.019	0.0	-28.497268	-48.83225	st13	20.4565	0.019	28.0308	19.3387	20.4565	17.672106	outono	Meio
3.95706	0.099	0.0	-28.497268	-48.83225	st13	20.5371	0.1	27.9074	19.2243	20.5371	17.672164	outono	Meio
3.94229	0.099	0.0	-28.497268	-48.83225	st13	20.544	0.1	27.7871	19.1312	20.544	17.672222	outono	Meio
3.93554	0.133	0.0	-28.497268	-48.83225	st13	20.5493	0.134	27.7308	19.0871	20.5493	17.67228	outono	Meio
3.93988	0.062	0.0	-28.497268	-48.83225	st13	20.5443	0.062	27.7681	19.1167	20.5443	17.672338	outono	Meio
3.94855	0.296	0.0	-28.497268	-48.83225	st13	20.5476	0.298	27.8337	19.1656	20.5477	17.672396	outono	Meio
3.96325	0.374	0.0	-28.497268	-48.83225	st13	20.5468	0.377	27.9495	19.2537	20.5469	17.672454	outono	Meio
3.99999	0.507	0.0	-28.497268	-48.83225	st13	20.5471	0.51	28.2375	19.4724	20.5472	17.672512	outono	Meio
4.0243	0.725	0.0	-28.497268	-48.83225	st13	20.5462	0.73	28.429	19.618	20.5463	17.672569	outono	Meio
4.03148	0.705	0.0	-28.497268	-48.83225	st13	20.5442	0.71	28.4868	19.6624	20.5443	17.672627	outono	Meio
4.03065	0.531	0.0	-28.497268	-48.83225	st13	20.5452	0.535	28.4797	19.6567	20.5453	17.672685	outono	Meio
4.02879	0.334	0.0	-28.497268	-48.83225	st13	20.5448	0.336	28.4654	19.646	20.5449	17.672743	outono	Meio
4.01442	0.178	0.0	-28.497268	-48.83225	st13	20.546	0.179	28.3517	19.5594	20.546	17.672801	outono	Meio
0.17474	0.014	0.0	-28.497268	-48.83225	st13	20.2855	0.014	0.9798	-1.1062	20.2855	17.672859	outono	Meio
2.33883	0.028	0.0	-28.474590999999997	-48.823625	st12	18.4431	0.028	16.4306	11.011	18.4431	17.678183	outono	Meio
3.70583	0.026	0.0	-28.474590999999997	-48.823625	st12	20.5941	0.026	25.9125	17.6958	20.5941	17.678241	outono	Meio
3.70626	0.238	0.0	-28.474590999999997	-48.823625	st12	20.6329	0.24	25.8922	17.6706	20.6329	17.678299	outono	Meio
3.702	0.18	0.0	-28.474590999999997	-48.823625	st12	20.6392	0.181	25.8554	17.641	20.6392	17.678356	outono	Meio
3.6985	0.15	0.0	-28.474590999999997	-48.823625	st12	20.6403	0.151	25.8276	17.6197	20.6403	17.678414	outono	Meio
3.70743	0.137	0.0	-28.474590999999997	-48.823625	st12	20.6412	0.138	25.8963	17.6715	20.6412	17.678472	outono	Meio
3.71607	0.117	0.0	-28.474590999999997	-48.823625	st12	20.6429	0.118	25.9622	17.7211	20.6429	17.67853	outono	Meio
3.7183	0.31	0.0	-28.474590999999997	-48.823625	st12	20.6336	0.312	25.985	17.7407	20.6337	17.678588	outono	Meio
3.71908	0.403	0.0	-28.474590999999997	-48.823625	st12	20.6359	0.406	25.9896	17.7436	20.636	17.678646	outono	Meio
3.72218	0.533	0.0	-28.474590999999997	-48.823625	st12	20.6382	0.537	26.0122	17.7602	20.6383	17.678704	outono	Meio
3.72603	0.45	0.0	-28.474590999999997	-48.823625	st12	20.6397	0.453	26.0411	17.7818	20.6398	17.678762	outono	Meio
3.72577	0.38	0.0	-28.474590999999997	-48.823625	st12	20.6406	0.383	26.0386	17.7796	20.6407	17.678819	outono	Meio
3.72797	0.689	0.0	-28.474590999999997	-48.823625	st12	20.6419	0.694	26.0548	17.7915	20.642	17.678877	outono	Meio
3.72735	0.462	0.0	-28.474590999999997	-48.823625	st12	20.6414	0.465	26.0503	17.7883	20.6415	17.678935	outono	Meio
3.72635	0.22	0.0	-28.474590999999997	-48.823625	st12	20.6412	0.221	26.0428	17.7827	20.6412	17.678993	outono	Meio
3.72574	0.426	0.0	-28.474590999999997	-48.823625	st12	20.6425	0.429	26.0372	17.778	20.6426	17.679051	outono	Meio
3.72562	0.762	0.0	-28.474590999999997	-48.823625	st12	20.6424	0.767	26.0362	17.7773	20.6425	17.679109	outono	Meio
3.72739	0.629	0.0	-28.474590999999997	-48.823625	st12	20.6422	0.633	26.0501	17.7879	20.6423	17.679167	outono	Meio
3.72799	0.426	0.0	-28.474590999999997	-48.823625	st12	20.6429	0.429	26.0544	17.791	20.643	17.679225	outono	Meio
3.72864	0.229	0.0	-28.474590999999997	-48.823625	st12	20.6393	0.231	26.0617	17.7975	20.6393	17.679282	outono	Meio
0.12342	-0.009	0.0	-28.474590999999997	-48.823625	st12	20.1836	-0.009	0.6825	-1.3113	20.1836	17.67934	outono	Meio
3.14088	0.155	0.0	-28.469858000000002	-48.810978000000006	st11	20.3261	0.156	21.7178	14.5832	20.3261	17.685706	outono	Canal
3.2157	0.068	0.0	-28.469858000000002	-48.810978000000006	st11	20.5731	0.068	22.1604	14.8573	20.5731	17.685764	outono	Canal
3.20223	0.175	0.0	-28.469858000000002	-48.810978000000006	st11	20.5796	0.176	22.0546	14.7756	20.5796	17.685822	outono	Canal
3.197	0.092	0.0	-28.469858000000002	-48.810978000000006	st11	20.5846	0.093	22.0123	14.7423	20.5846	17.68588	outono	Canal
3.20352	0.22	0.0	-28.469858000000002	-48.810978000000006	st11	20.5903	0.221	22.0589	14.7762	20.5903	17.685937	outono	Canal
3.20217	0.632	0.0	-28.469858000000002	-48.810978000000006	st11	20.5897	0.636	22.0488	14.7687	20.5898	17.685995	outono	Canal
3.26483	0.902	0.0	-28.469858000000002	-48.810978000000006	st11	20.5798	0.908	22.5305	15.136	20.58	17.686053	outono	Canal
3.45889	1.186	0.0	-28.469858000000002	-48.810978000000006	st11	20.5672	1.194	24.0219	16.2692	20.5674	17.686111	outono	Canal
3.53378	1.388	0.0	-28.469858000000002	-48.810978000000006	st11	20.5899	1.397	24.585	16.6902	20.5901	17.686169	outono	Canal
3.65316	1.412	0.0	-28.469858000000002	-48.810978000000006	st11	20.5958	1.422	25.503	17.3847	20.5961	17.686227	outono	Canal
3.7091	1.446	0.0	-28.469858000000002	-48.810978000000006	st11	20.5926	1.456	25.9382	17.7156	20.5929	17.686285	outono	Canal
3.72613	1.672	0.0	-28.469858000000002	-48.810978000000006	st11	20.5919	1.683	26.0707	17.8163	20.5922	17.686343	outono	Canal
3.8893	1.473	0.0	-28.469858000000002	-48.810978000000006	st11	20.6469	1.483	27.3058	18.7393	20.6472	17.6864	outono	Canal
3.87996	1.377	0.0	-28.469858000000002	-48.810978000000006	st11	20.5965	1.386	27.2652	18.7215	20.5967	17.686458	outono	Canal
3.67928	1.293	0.0	-28.469858000000002	-48.810978000000006	st11	20.5961	1.302	25.7051	17.538	20.5963	17.686516	outono	Canal
3.62278	1.082	0.0	-28.469858000000002	-48.810978000000006	st11	20.5858	1.089	25.2741	17.2138	20.586	17.686574	outono	Canal
3.55103	0.842	0.0	-28.469858000000002	-48.810978000000006	st11	20.5707	0.848	24.7291	16.8044	20.5709	17.686632	outono	Canal
3.36362	0.355	0.0	-28.469858000000002	-48.810978000000006	st11	20.591	0.357	23.2788	15.7	20.5911	17.68669	outono	Canal
3.25681	0.087	0.0	-28.469858000000002	-48.810978000000006	st11	20.5903	0.088	22.4642	15.0832	20.5903	17.686748	outono	Canal
0.11782	-0.002	0.0	-28.469858000000002	-48.810978000000006	st11	20.0624	-0.002	0.652	-1.3093	20.0624	17.686806	outono	Canal
1.63023	0.017	0.0	-28.462787	-48.804977	st10	18.4657	0.017	11.0811	6.944	18.4657	17.691782	outono	Meio
3.70596	0.076	0.0	-28.462787	-48.804977	st10	20.5025	0.077	25.9693	17.7622	20.5025	17.69184	outono	Meio
3.72741	0.094	0.0	-28.462787	-48.804977	st10	20.5141	0.095	26.1289	17.8804	20.5141	17.691898	outono	Meio
3.73269	0.162	0.0	-28.462787	-48.804977	st10	20.5089	0.163	26.1731	17.9152	20.5089	17.691956	outono	Meio
3.7329	0.061	0.0	-28.462787	-48.804977	st10	20.5122	0.061	26.1727	17.9141	20.5122	17.692014	outono	Meio
3.73113	0.115	0.0	-28.462787	-48.804977	st10	20.5091	0.116	26.1609	17.9059	20.5091	17.692072	outono	Meio
3.74055	0.121	0.0	-28.462787	-48.804977	st10	20.513	0.122	26.2317	17.9587	20.513	17.69213	outono	Meio
3.74692	0.276	0.0	-28.462787	-48.804977	st10	20.5193	0.278	26.2774	17.9917	20.5193	17.692187	outono	Meio
3.74748	0.387	0.0	-28.462787	-48.804977	st10	20.5251	0.39	26.2781	17.9907	20.5252	17.692245	outono	Meio
3.75409	0.507	0.0	-28.462787	-48.804977	st10	20.527	0.51	26.3283	18.0283	20.5271	17.692303	outono	Meio
3.76011	0.65	0.0	-28.462787	-48.804977	st10	20.5367	0.654	26.3691	18.0568	20.5368	17.692361	outono	Meio
3.77872	0.782	0.0	-28.462787	-48.804977	st10	20.552	0.787	26.5044	18.1556	20.5521	17.692419	outono	Meio
3.80823	0.976	0.0	-28.462787	-48.804977	st10	20.5624	0.983	26.7276	18.3222	20.5626	17.692477	outono	Meio
3.84576	1.375	0.0	-28.462787	-48.804977	st10	20.5637	1.384	27.0192	18.5432	20.5639	17.692535	outono	Meio
3.85403	1.287	0.0	-28.462787	-48.804977	st10	20.5639	1.296	27.0837	18.5921	20.5641	17.692593	outono	Meio
3.85392	1.175	0.0	-28.462787	-48.804977	st10	20.5594	1.183	27.0857	18.5948	20.5596	17.69265	outono	Meio
3.85242	1.391	0.0	-28.462787	-48.804977	st10	20.5617	1.4	27.0724	18.5841	20.562	17.692708	outono	Meio
3.85741	1.205	0.0	-28.462787	-48.804977	st10	20.564	1.213	27.11	18.6121	20.5642	17.692766	outono	Meio
3.85958	1.109	0.0	-28.462787	-48.804977	st10	20.5655	1.116	27.126	18.6238	20.5657	17.692824	outono	Meio
3.86042	1.037	0.0	-28.462787	-48.804977	st10	20.566	1.044	27.1323	18.6284	20.5662	17.692882	outono	Meio
3.85962	1.0	0.0	-28.462787	-48.804977	st10	20.5639	1.007	27.1274	18.6253	20.5641	17.69294	outono	Meio
3.858	0.85	0.0	-28.462787	-48.804977	st10	20.5662	0.856	27.1133	18.614	20.5664	17.692998	outono	Meio
3.85783	0.634	0.0	-28.462787	-48.804977	st10	20.5599	0.638	27.1161	18.6178	20.56	17.693056	outono	Meio
3.84898	0.482	0.0	-28.462787	-48.804977	st10	20.5465	0.485	27.0556	18.5753	20.5466	17.693113	outono	Meio
3.82081	0.216	0.0	-28.462787	-48.804977	st10	20.5466	0.217	26.8359	18.4085	20.5466	17.693171	outono	Meio
3.80415	0.088	0.0	-28.462787	-48.804977	st10	20.5362	0.089	26.7126	18.3176	20.5362	17.693229	outono	Meio
0.21339	0.007	0.0	-28.462787	-48.804977	st10	19.7477	0.007	1.224	-0.8081	19.7477	17.693287	outono	Meio
3.58104	0.121	0.0	-28.450671000000003	-48.821951	st14	20.5596	0.122	24.9675	16.9879	20.5596	17.697859	outono	Canal
3.59145	0.159	0.0	-28.450671000000003	-48.821951	st14	20.5725	0.16	25.0403	17.0399	20.5725	17.697917	outono	Canal
3.59364	0.157	0.0	-28.450671000000003	-48.821951	st14	20.5757	0.158	25.0553	17.0505	20.5757	17.697975	outono	Canal
3.59422	0.186	0.0	-28.450671000000003	-48.821951	st14	20.5769	0.187	25.0591	17.053	20.5769	17.698032	outono	Canal
3.6008	0.164	0.0	-28.450671000000003	-48.821951	st14	20.584	0.165	25.1057	17.0866	20.584	17.69809	outono	Canal
3.60128	0.323	0.0	-28.450671000000003	-48.821951	st14	20.5897	0.325	25.106	17.0853	20.5898	17.698148	outono	Canal
3.6334	0.39	0.0	-28.450671000000003	-48.821951	st14	20.6229	0.393	25.3344	17.2501	20.623	17.698206	outono	Canal
3.65199	0.394	0.0	-28.450671000000003	-48.821951	st14	20.6267	0.397	25.4758	17.3564	20.6268	17.698264	outono	Canal
3.64542	0.446	0.0	-28.450671000000003	-48.821951	st14	20.6303	0.449	25.4229	17.3153	20.6304	17.698322	outono	Canal
3.65127	0.573	0.0	-28.450671000000003	-48.821951	st14	20.6213	0.577	25.4735	17.3559	20.6214	17.69838	outono	Canal
3.6568	0.614	0.0	-28.450671000000003	-48.821951	st14	20.6189	0.618	25.5176	17.39	20.619	17.698438	outono	Canal
3.66337	0.721	0.0	-28.450671000000003	-48.821951	st14	20.619	0.726	25.5684	17.4285	20.6191	17.698495	outono	Canal
3.66309	0.961	0.0	-28.450671000000003	-48.821951	st14	20.6112	0.967	25.5708	17.4322	20.6114	17.698553	outono	Canal
3.66325	1.009	0.0	-28.450671000000003	-48.821951	st14	20.603	1.016	25.5769	17.439	20.6032	17.698611	outono	Canal
3.67649	1.045	0.0	-28.450671000000003	-48.821951	st14	20.5979	1.052	25.6824	17.5203	20.5981	17.698669	outono	Canal
3.68027	1.075	0.0	-28.450671000000003	-48.821951	st14	20.6007	1.082	25.71	17.5405	20.6009	17.698727	outono	Canal
3.68512	1.082	0.0	-28.450671000000003	-48.821951	st14	20.6007	1.089	25.7476	17.569	20.6009	17.698785	outono	Canal
3.69575	1.318	0.0	-28.450671000000003	-48.821951	st14	20.5983	1.327	25.8313	17.6332	20.5985	17.698843	outono	Canal
3.70177	1.3	0.0	-28.450671000000003	-48.821951	st14	20.5982	1.309	25.8781	17.6686	20.5984	17.6989	outono	Canal
3.70267	1.104	0.0	-28.450671000000003	-48.821951	st14	20.5965	1.111	25.8861	17.6752	20.5967	17.698958	outono	Canal
3.70271	0.969	0.0	-28.450671000000003	-48.821951	st14	20.5992	0.976	25.8848	17.6735	20.5994	17.699016	outono	Canal
3.69423	0.875	0.0	-28.450671000000003	-48.821951	st14	20.5994	0.881	25.819	17.6235	20.5996	17.699074	outono	Canal
3.69527	0.748	0.0	-28.450671000000003	-48.821951	st14	20.5988	0.753	25.8275	17.6302	20.5989	17.699132	outono	Canal
3.68946	0.482	0.0	-28.450671000000003	-48.821951	st14	20.6026	0.485	25.7803	17.5934	20.6027	17.69919	outono	Canal
3.68585	0.251	0.0	-28.450671000000003	-48.821951	st14	20.6228	0.253	25.7402	17.5579	20.6228	17.699248	outono	Canal
3.68172	0.141	0.0	-28.450671000000003	-48.821951	st14	20.5774	0.142	25.7357	17.566	20.5774	17.699306	outono	Canal
0.14397	0.012	0.0	-28.450671000000003	-48.821951	st14	20.1493	0.012	0.8023	-1.2128	20.1493	17.699363	outono	Canal
2.54302	0.021	0.0	-28.457496999999996	-48.831837	st15	20.1908	0.021	17.274	11.2509	20.1908	17.705266	outono	Meio
3.09864	0.026	0.0	-28.457496999999996	-48.831837	st15	20.1071	0.026	21.5066	14.4767	20.1071	17.705324	outono	Meio
3.42524	0.099	0.0	-28.457496999999996	-48.831837	st15	20.4463	0.1	23.8315	16.1552	20.4463	17.705382	outono	Meio
3.43463	0.139	0.0	-28.457496999999996	-48.831837	st15	20.4509	0.14	23.9012	16.2069	20.4509	17.70544	outono	Meio
3.43262	0.144	0.0	-28.457496999999996	-48.831837	st15	20.453	0.145	23.8845	16.1937	20.453	17.705498	outono	Meio
3.43554	0.292	0.0	-28.457496999999996	-48.831837	st15	20.4538	0.294	23.9064	16.2101	20.4539	17.705556	outono	Meio
3.4414	0.516	0.0	-28.457496999999996	-48.831837	st15	20.4611	0.519	23.9474	16.2393	20.4612	17.705613	outono	Meio
3.43964	0.68	0.0	-28.457496999999996	-48.831837	st15	20.4608	0.685	23.934	16.2292	20.4609	17.705671	outono	Meio
3.43902	0.788	0.0	-28.457496999999996	-48.831837	st15	20.4608	0.793	23.9292	16.2256	20.4609	17.705729	outono	Meio
3.45457	0.844	0.0	-28.457496999999996	-48.831837	st15	20.4591	0.85	24.0498	16.3175	20.4592	17.705787	outono	Meio
3.45995	0.815	0.0	-28.457496999999996	-48.831837	st15	20.4572	0.82	24.0923	16.3502	20.4573	17.705845	outono	Meio
3.45942	0.809	0.0	-28.457496999999996	-48.831837	st15	20.4588	0.814	24.0873	16.346	20.4589	17.705903	outono	Meio
3.46068	1.144	0.0	-28.457496999999996	-48.831837	st15	20.4597	1.152	24.0964	16.3526	20.4599	17.705961	outono	Meio
3.46181	1.09	0.0	-28.457496999999996	-48.831837	st15	20.458	1.097	24.1061	16.3604	20.4582	17.706019	outono	Meio
3.46203	1.111	0.0	-28.457496999999996	-48.831837	st15	20.4578	1.118	24.1079	16.3618	20.458	17.706076	outono	Meio
3.4631	0.989	0.0	-28.457496999999996	-48.831837	st15	20.4579	0.996	24.1161	16.368	20.4581	17.706134	outono	Meio
3.4636	0.923	0.0	-28.457496999999996	-48.831837	st15	20.4587	0.929	24.1195	16.3704	20.4589	17.706192	outono	Meio
3.46441	0.815	0.0	-28.457496999999996	-48.831837	st15	20.46	0.82	24.1251	16.3743	20.4601	17.70625	outono	Meio
3.46285	0.737	0.0	-28.457496999999996	-48.831837	st15	20.4632	0.742	24.1113	16.363	20.4633	17.706308	outono	Meio
3.46301	0.567	0.0	-28.457496999999996	-48.831837	st15	20.4643	0.571	24.1119	16.3633	20.4644	17.706366	outono	Meio
3.46295	0.341	0.0	-28.457496999999996	-48.831837	st15	20.4632	0.343	24.1122	16.3637	20.4633	17.706424	outono	Meio
3.46285	0.121	0.0	-28.457496999999996	-48.831837	st15	20.4581	0.122	24.1144	16.3667	20.4581	17.706481	outono	Meio
0.11764	0.003	0.0	-28.457496999999996	-48.831837	st15	19.974	0.003	0.6523	-1.2907	19.974	17.706539	outono	Meio
3.61346	0.153	0.0	-28.463209999999997	-48.845545	st16	20.4109	0.154	25.3062	17.2824	20.4109	17.71088	outono	Meio
3.61938	0.11	0.0	-28.463209999999997	-48.845545	st16	20.586	0.111	25.2481	17.194	20.586	17.710938	outono	Meio
3.62442	0.139	0.0	-28.463209999999997	-48.845545	st16	20.5887	0.14	25.2855	17.2217	20.5887	17.710995	outono	Meio
3.63574	0.126	0.0	-28.463209999999997	-48.845545	st16	20.5886	0.127	25.373	17.2881	20.5886	17.711053	outono	Meio
3.64256	0.151	0.0	-28.463209999999997	-48.845545	st16	20.5923	0.152	25.4236	17.3255	20.5923	17.711111	outono	Meio
3.64241	0.187	0.0	-28.463209999999997	-48.845545	st16	20.5897	0.188	25.4239	17.3264	20.5897	17.711169	outono	Meio
3.64341	0.238	0.0	-28.463209999999997	-48.845545	st16	20.5891	0.24	25.432	17.3327	20.5891	17.711227	outono	Meio
3.64675	0.213	0.0	-28.463209999999997	-48.845545	st16	20.5896	0.214	25.4576	17.352	20.5896	17.711285	outono	Meio
3.64945	0.294	0.0	-28.463209999999997	-48.845545	st16	20.5854	0.296	25.4809	17.3707	20.5855	17.711343	outono	Meio
3.64876	0.305	0.0	-28.463209999999997	-48.845545	st16	20.588	0.307	25.474	17.3648	20.5881	17.7114	outono	Meio
3.64988	0.434	0.0	-28.463209999999997	-48.845545	st16	20.5833	0.437	25.4854	17.3747	20.5834	17.711458	outono	Meio
3.65038	0.509	0.0	-28.463209999999997	-48.845545	st16	20.5824	0.512	25.4898	17.3782	20.5825	17.711516	outono	Meio
3.65167	0.566	0.0	-28.463209999999997	-48.845545	st16	20.5831	0.57	25.4994	17.3853	20.5832	17.711574	outono	Meio
3.65452	0.558	0.0	-28.463209999999997	-48.845545	st16	20.5801	0.562	25.5232	17.4041	20.5802	17.711632	outono	Meio
3.6543	0.68	0.0	-28.463209999999997	-48.845545	st16	20.5771	0.685	25.5233	17.4049	20.5772	17.71169	outono	Meio
